"person.id","household.id","age","gender","worker","relationship.to.hh","is.hh","income","prop.hideable.income","filing.status","zipcode","lon","lat","self.employed","perceivedtaxrate","preptaxes.cpa","per.audit.rate","per.penalty.rate","c1","m","s","c1.tri.dist.dist","c1.alp.majority.fit","c1.alp.fit","actor.logical","tax.ids","tax.rate","household.size","num.dependents","self.employed.propensity"
2254297,2096762,42,0,1,1,1,21065,0.08494558,"Single",97225,-122.751126641899,45.514171157169,FALSE,0.27,TRUE,0.46,0.14,0.12,0.0564290542146587,0.83868727988084,0.01,0,0.1,FALSE,246,0.128,1,0,0.256159437247641
2255400,2097260,42,0,1,1,1,86635,1,"Married.Filing.Jointly",97221,-122.744326756373,45.5091380163263,TRUE,0.27,TRUE,0.29,0.05,0.19,0.035246684782233,0.757904339298701,0.02,0.01,0.16,FALSE,247,0.152,4,3,0.444318847719255
2255892,2097474,38,0,1,1,1,51906,0.06694602,"Married.Filing.Jointly",97225,-122.750171713823,45.5112392091219,FALSE,0.27,FALSE,0.46,0.14,0.21,0.0553715459862129,0.812873382489554,0.02,0.01,0.18,FALSE,248,0.132,2,1,0.280616879194745
2257382,2098074,31,1,1,1,1,40700,0.06869751,"Married.Filing.Jointly",97007,-122.84688917705,45.4653193775301,FALSE,0.25,FALSE,0.18,0.54,0.12,0.0796982724363882,0.690120063288348,0.01,0,0.1,FALSE,249,0.127,4,3,0.361686986612608
2259185,2098655,34,0,1,1,1,84883,0.0736952,"Married.Filing.Jointly",97007,-122.837693674034,45.4477363295692,FALSE,0.28,FALSE,0.46,0.18,0.14,0.0550011416406881,0.786586291786064,0.01,0,0.11,FALSE,250,0.15,2,1,0.218187902737468
2259759,2098845,38,1,1,1,1,71012,0.0736952,"Married.Filing.Jointly",97007,-122.844500308592,45.4529845053995,FALSE,0.25,TRUE,0.13,0.2,0.22,0.0674332627836582,0.729180150397184,0.03,0.01,0.2,FALSE,251,0.137,3,2,0.378474973396728
2259842,2098876,49,1,1,1,1,131206,0.08724689,"Married.Filing.Jointly",97007,-122.844337488754,45.4559186775205,FALSE,0.23,TRUE,0.046,0.1,0.12,0.0487186754292388,0.790769993395007,0.01,0,0.1,FALSE,252,0.185,2,1,0.433635978714857
2260315,2099028,33,1,1,1,1,57308,0.06694602,"Married.Filing.Jointly",97008,-122.83521455885,45.4335243382358,FALSE,0.25,FALSE,0.18,0.33,0.16,0.0741567270025554,0.695664350820794,0.01,0,0.13,FALSE,253,0.134,5,4,0.306590417479334
2260392,2099062,33,1,1,1,1,26758,0.07314362,"Married.Filing.Jointly",97008,-122.831158564238,45.4560484776144,FALSE,0.25,TRUE,0.18,0.54,0.14,0.0809320945860023,0.712442863677003,0.01,0,0.11,TRUE,254,0.115,3,2,0.320535901905617
2261944,2099732,64,0,1,1,1,12920,0.1129313,"Single",97007,-122.843347757151,45.4382929359749,FALSE,0.23,FALSE,0.39,0.05,0.25,0.0433678159043974,0.912764233164536,0.03,0.03,0.21,FALSE,255,0.114,1,0,0.407315767466132
2262193,2099846,20,1,1,1,1,56924,0.06694602,"Head.of.Household",97007,-122.835046945952,45.4594566137,FALSE,0.27,FALSE,0.29,3.34,0.23,0.093309608720256,0.637366254457887,0.03,0.02,0.2,FALSE,256,0.15,3,2,0.278534574564193
2262369,2099913,47,1,1,1,1,126557,0.08724689,"Married.Filing.Jointly",97007,-122.843812510568,45.4389911679821,FALSE,0.24,FALSE,0.062,0.1,0.14,0.0513280642306169,0.780235080899319,0.01,0,0.11,FALSE,257,0.183,3,2,0.471187606387131
2262958,2100175,30,0,1,1,1,46706,0.06869751,"Married.Filing.Jointly",97007,-122.844376824603,45.4388254154004,FALSE,0.29,FALSE,0.62,0.33,0.16,0.062217890832602,0.768231550552377,0.01,0,0.13,FALSE,258,0.13,4,3,0.182510043034707
2263415,2100380,27,1,1,1,1,36573,0.06869751,"Single",97008,-122.830305680014,45.4525727472598,FALSE,0.26,FALSE,0.29,1.26,0.3,0.0887245719074652,0.680203474037242,0.04,0.13,0.25,TRUE,259,0.137,2,1,0.252559104632771
2263708,2100513,44,1,1,1,1,76136,1,"Married.Filing.Jointly",97008,-122.831132396364,45.4506747165312,TRUE,0.24,FALSE,0.025,0.06,0.15,0.0456339420817439,0.675388921301434,0.01,0,0.12,FALSE,260,0.139,4,3,0.523266718428401
2264279,2100753,50,1,1,1,1,105753,0.0736952,"Married.Filing.Jointly",97008,-122.820946259704,45.4393761701852,FALSE,0.23,FALSE,0.062,0.1,0.35,0.0534087987474539,0.804184290819903,0.05,0.18,0.28,FALSE,261,0.17,3,2,0.489071728671294
2265862,2101427,34,1,1,1,1,168451,1,"Married.Filing.Separately",97008,-122.832361676056,45.4605013441488,TRUE,0.27,FALSE,0.00737,0.07,0.17,0.0389569970473083,0.622723026503598,0.02,0,0.14,FALSE,262,0.257,5,4,0.326147616365091
2267594,2102067,36,1,1,1,1,44272,0.06869751,"Married.Filing.Jointly",97007,-122.836230786361,45.4742292677761,FALSE,0.25,FALSE,0.18,0.29,0.14,0.0735434272557725,0.724479038838644,0.01,0,0.11,FALSE,263,0.129,4,3,0.308729603881244
2267776,2102134,34,1,1,1,1,136808,0.08724689,"Married.Filing.Jointly",97008,-122.828118166647,45.4721335757527,FALSE,0.26,FALSE,0.062,0.18,0.01,0.0594093204552274,0.677683642823965,0,0,0.01,FALSE,264,0.188,3,2,0.236262805939929
2269661,2102957,30,0,1,1,1,24741,0.07314362,"Head.of.Household",97005,-122.825585536756,45.4815224607795,FALSE,0.29,FALSE,0.62,0.42,0.12,0.0656419567515692,0.775690255308639,0.01,0,0.1,FALSE,265,0.123,2,1,0.178000382805651
2270223,2103249,32,1,1,1,1,46089,0.06869751,"Single",97007,-122.844283720967,45.4912437272593,FALSE,0.25,FALSE,0.18,0.42,0.04,0.0769763131432323,0.692387171146482,0,0,0.03,TRUE,266,0.158,1,0,0.206415260070979
2270458,2103404,41,1,1,1,1,158737,1,"Married.Filing.Jointly",97006,-122.84142887451,45.5111908140916,TRUE,0.25,FALSE,0.00737,0.05,0.54,0.0359104295684605,0.640587510291362,0.07,0.31,0.39,FALSE,267,0.198,2,1,0.454729120530277
2271321,2103851,38,1,1,1,1,25007,0.07314362,"Head.of.Household",97005,-122.816210064017,45.491026485476,FALSE,0.24,TRUE,0.18,0.26,0.21,0.0747729524789451,0.747028102937406,0.02,0.01,0.19,FALSE,268,0.124,3,2,0.241585511675823
2271483,2103938,34,1,1,1,1,23318,0.08494558,"Single",97005,-122.824531589695,45.4916966552428,FALSE,0.25,TRUE,0.18,0.42,0.23,0.0799022304234592,0.718693340767035,0.03,0.01,0.2,FALSE,269,0.13,1,0,0.272042431308818
2271511,2103951,40,0,1,1,1,8150,0.18674594,"Single",97005,-122.816210064017,45.491026485476,FALSE,0.27,FALSE,0.62,0.16,0.17,0.0604517515516064,0.832339911551238,0.02,0.01,0.15,FALSE,270,0.1,1,0,0.242639764296391
2271968,2104180,28,1,1,1,1,67105,1,"Married.Filing.Jointly",97005,-122.824531589695,45.4916966552428,TRUE,0.26,TRUE,0.046,0.13,0,0.0575866576123916,0.61778055892994,0,0,0,FALSE,271,0.136,3,2,0.289408245115839
2272637,2104497,28,0,1,1,1,47493,0.06869751,"Single",97005,-122.817780424033,45.4898093452789,FALSE,0.29,TRUE,0.62,0.42,0.18,0.0640284864470632,0.754128461622446,0.02,0.01,0.15,TRUE,272,0.161,2,1,0.239334694916865
2273427,2104826,30,1,1,1,1,26995,0.07314362,"Married.Filing.Jointly",97005,-122.814705518845,45.5033736200826,FALSE,0.25,FALSE,0.29,0.99,0.17,0.0870497075927892,0.700844278181443,0.02,0,0.14,FALSE,273,0.115,4,3,0.23804112590216
2273743,2104945,28,1,1,1,1,60298,0.08724689,"Married.Filing.Separately",97005,-122.815736136686,45.5025336813881,FALSE,0.26,FALSE,0.18,0.78,0.06,0.0789321132537125,0.663461986246604,0,0,0.04,FALSE,274,0.18,3,2,0.295242800487614
2274161,2105123,42,1,1,1,1,117347,0.08724689,"Married.Filing.Jointly",97005,-122.812815735315,45.5008007155051,FALSE,0.24,FALSE,0.062,0.13,0.19,0.0568364642389325,0.746872769694627,0.02,0.01,0.17,FALSE,275,0.178,4,3,0.352079213217792
2274196,2105138,29,1,1,1,1,11311,0.1129313,"Single",97005,-122.820787927879,45.5047019900135,FALSE,0.25,TRUE,0.29,1.26,0.43,0.092790295378706,0.706702374218031,0.06,0.26,0.34,FALSE,276,0.109,1,0,0.171595950792892
2276271,2105929,38,1,1,1,1,324906,0.12801428,"Married.Filing.Jointly",97005,-122.797964998633,45.4976655218119,FALSE,0.27,FALSE,0.0136,0.1,0.17,0.0383366391862079,0.677920182790147,0.02,0.01,0.15,FALSE,277,0.254,5,4,0.37643572398707
2279247,2107289,31,1,1,1,1,28477,0.07314362,"Married.Filing.Jointly",97225,-122.77241958201,45.4937379911812,FALSE,0.25,FALSE,0.18,0.78,0.3,0.08366197440009,0.700184018847676,0.04,0.13,0.25,FALSE,278,0.117,4,3,0.325940254865107
2281068,2108188,37,1,1,1,1,86834,0.0736952,"Single",97225,-122.773840896968,45.4919630872849,FALSE,0.25,FALSE,0.13,0.2,0.13,0.0663956656711812,0.717394026898005,0.01,0,0.1,FALSE,279,0.201,1,0,0.1892232134476
2281334,2108317,30,0,1,1,1,3546,0.18674594,"Married.Filing.Jointly",97225,-122.773584977347,45.4919535791624,FALSE,0.28,FALSE,0.98,0.54,0.19,0.0706122975662876,0.786942381625128,0.02,0.01,0.16,FALSE,280,0.1,2,1,0.204396749416197
2281599,2108437,29,0,1,1,1,26578,1,"Head.of.Household",97225,-122.777425493624,45.4910115055623,TRUE,0.29,FALSE,0.34,0.11,0.62,0.0484843910457387,0.661137113998916,0.08,0.36,0.45,FALSE,281,0.125,2,1,0.202336348130654
2283799,2109540,48,0,1,1,1,5260,0.18674594,"Single",97005,-122.817121216576,45.4866893916027,FALSE,0.25,FALSE,0.46,0.11,0.24,0.0544624922350491,0.860448451422724,0.03,0.02,0.21,TRUE,282,0.1,1,0,0.401298663653449
2287999,2111623,52,1,1,1,1,70829,1,"Single",97005,-122.804167459099,45.4784678579429,TRUE,0.22,TRUE,0.0136,0.03,0.32,0.0426568711920927,0.746004070077769,0.04,0.16,0.26,FALSE,283,0.19,2,1,0.664562777185926
2288580,2111902,20,0,1,1,1,11388,1,"Married.Filing.Jointly",97005,-122.798382479874,45.4803840439219,TRUE,0.3,TRUE,0.34,0.18,0.13,0.0571337276323492,0.62681909902034,0.01,0,0.1,FALSE,284,0.1,2,1,0.26651405421799
2288738,2111964,43,1,1,1,1,76626,0.0736952,"Married.Filing.Jointly",97005,-122.798357935929,45.4786557761623,FALSE,0.24,TRUE,0.085,0.14,0.36,0.062623972877986,0.764869944911291,0.05,0.2,0.29,TRUE,285,0.139,4,3,0.414998565988953
2290701,2112825,22,1,1,1,1,34820,0.06869751,"Single",97008,-122.80443469627,45.4507716466326,FALSE,0.27,FALSE,0.29,2.32,0.49,0.0948338416992464,0.648724986906741,0.06,0.29,0.37,TRUE,286,0.137,2,1,0.271360774076428
2290835,2112889,23,1,1,1,1,20858,0.08494558,"Married.Filing.Jointly",97078,-122.802157898595,45.4490664961038,FALSE,0.26,TRUE,0.29,2.32,0.34,0.0966389204247563,0.660357416397883,0.05,0.18,0.27,FALSE,287,0.105,3,2,0.143557974483756
2291392,2113144,34,1,1,1,1,74814,0.0736952,"Married.Filing.Jointly",97078,-122.80333265245,45.4495725928903,FALSE,0.25,FALSE,0.13,0.29,0.17,0.0710075901312344,0.698400708195719,0.02,0,0.14,FALSE,288,0.137,4,3,0.196566670755938
2291610,2113241,34,1,1,1,1,22727,0.08494558,"Married.Filing.Jointly",97078,-122.804064264303,45.449906895179,FALSE,0.25,FALSE,0.18,0.42,0.36,0.0801160398859172,0.719207364518102,0.05,0.2,0.29,FALSE,289,0.109,4,3,0.379210728120447
2291945,2113387,50,0,2,1,1,57713,1,"Married.Filing.Jointly",97008,-122.80443535297,45.4509516720408,TRUE,0.26,TRUE,0.29,0.03,0.17,0.0341237526630703,0.81427557439887,0.01,0,0.14,FALSE,290,0.134,2,1,0.459691224197856
2292220,2113493,20,1,1,1,1,48006,0.06869751,"Head.of.Household",97008,-122.803959890075,45.4586243868332,FALSE,0.27,FALSE,0.29,3.34,0.07,0.0947969361578601,0.639742804225016,0,0,0.05,TRUE,291,0.136,2,1,0.157671306236404
2293177,2113861,38,1,1,1,1,340,0.30668891,"Single",97078,-122.799480600627,45.453242891394,FALSE,0.24,FALSE,0.29,0.33,0.23,0.0845286183040208,0.770368386431844,0.03,0.01,0.2,TRUE,292,0.1,1,0,0.366131093796214
2293249,2113888,39,1,1,1,1,62923,1,"Single",97078,-122.802003966639,45.4506639451892,TRUE,0.24,FALSE,0.0339,0.08,0.18,0.0501574323866383,0.642211962478328,0.02,0,0.15,FALSE,293,0.183,1,0,0.562572590170274
2293553,2113993,53,1,1,1,1,133425,1,"Married.Filing.Jointly",97078,-122.800753045372,45.4485419836188,TRUE,0.23,FALSE,0.00737,0.02,0.14,0.034225940217149,0.740975933587349,0.01,0,0.12,FALSE,294,0.186,3,2,0.697792560702249
2294277,2114271,70,1,2,1,1,32267,0.06869751,"Married.Filing.Jointly",97008,-122.806518416729,45.4614821294915,FALSE,0.19,FALSE,0.062,0.04,0.35,0.0477046587500828,0.898387697741317,0.05,0.16,0.28,FALSE,295,0.121,3,2,0.689931576610984
2295396,2114802,40,1,1,1,1,131919,0.08724689,"Married.Filing.Jointly",97008,-122.804678188139,45.4609974335521,FALSE,0.25,FALSE,0.062,0.13,0.14,0.0554253423873807,0.724048307083484,0.01,0,0.11,FALSE,296,0.186,3,2,0.395276061065256
2295984,2115078,37,0,1,1,1,52350,0.06694602,"Single",97008,-122.801562843165,45.4728826344208,FALSE,0.28,TRUE,0.46,0.16,0.23,0.0560771080595343,0.808746444191847,0.03,0.02,0.2,FALSE,297,0.169,1,0,0.323040563431529
2300112,2116836,45,1,1,1,1,106985,0.0736952,"Married.Filing.Jointly",97008,-122.797921945289,45.4649642091992,FALSE,0.24,TRUE,0.062,0.11,0.01,0.0566052991828087,0.772301865017748,0,0,0,FALSE,298,0.171,2,1,0.360885829583295
2301444,2117382,39,0,1,1,1,47033,1,"Head.of.Household",97008,-122.817866128812,45.4473193829556,TRUE,0.27,FALSE,0.29,0.06,0.05,0.0403772183322807,0.740136829719855,0,0,0.03,FALSE,299,0.136,3,2,0.400492823409386
2303133,2118060,25,1,1,1,1,73283,0.0736952,"Married.Filing.Jointly",97008,-122.817836960783,45.4484354875764,FALSE,0.27,FALSE,0.18,1.26,0.11,0.0812261098807173,0.644086547793592,0.01,0,0.09,FALSE,300,0.137,3,2,0.266294301575245
2304067,2118429,36,1,1,1,1,36963,0.06869751,"Married.Filing.Jointly",97008,-122.815806264896,45.4554936821654,FALSE,0.25,FALSE,0.18,0.29,0.14,0.0745125127546359,0.726195994111994,0.01,0,0.12,FALSE,301,0.125,6,5,0.293299144360298
2304372,2118524,33,1,1,1,1,14087,0.06869751,"Married.Filing.Separately",97008,-122.813269452341,45.4549089854514,FALSE,0.25,FALSE,0.25,0.54,0.14,0.0846850676614808,0.722314830704693,0.01,0,0.12,FALSE,302,0.117,2,1,0.319104293603566
2304868,2118696,31,1,1,1,1,37424,0.06869751,"Married.Filing.Jointly",97008,-122.809822155529,45.4592508797051,FALSE,0.25,FALSE,0.18,0.54,0.28,0.0801843687197423,0.690711578385047,0.04,0.08,0.23,TRUE,303,0.125,4,3,0.246822354389655
2305127,2118797,51,1,1,1,1,166229,0.12801428,"Married.Filing.Jointly",97008,-122.81404660397,45.4566024800448,FALSE,0.24,FALSE,0.0339,0.07,0.01,0.043205587021818,0.798605326233459,0,0,0.01,FALSE,304,0.202,2,1,0.388302365500276
2305550,2118939,54,1,1,1,1,68716,0.06694602,"Married.Filing.Jointly",97008,-122.812901193,45.4541117759113,FALSE,0.22,TRUE,0.085,0.09,0.24,0.0551001605601661,0.827633503313564,0.03,0.01,0.2,FALSE,305,0.136,3,2,0.707779732692715
2305714,2118990,41,1,1,1,1,171638,0.12801428,"Married.Filing.Jointly",97008,-122.813347738992,45.4501744761688,FALSE,0.25,FALSE,0.046,0.1,0.26,0.0474756729452597,0.717805801213904,0.03,0.04,0.22,TRUE,306,0.204,4,3,0.331876987814364
2306812,2119355,54,0,1,1,1,50302,0.06694602,"Head.of.Household",97008,-122.805261420917,45.474752243536,FALSE,0.25,FALSE,0.39,0.08,0.19,0.044978403127573,0.880021948370969,0.02,0.01,0.16,FALSE,307,0.137,5,4,0.502371014694811
2311413,2120854,34,1,1,1,1,49444,0.06694602,"Married.Filing.Jointly",97008,-122.809045684214,45.4649608434163,FALSE,0.25,FALSE,0.18,0.33,0.28,0.0744510050386376,0.707295650702814,0.04,0.1,0.23,TRUE,308,0.131,2,1,0.429888515748625
2314864,2122253,33,1,1,1,1,111440,0.0736952,"Married.Filing.Jointly",97078,-122.770358648805,45.4506812190864,FALSE,0.26,FALSE,0.085,0.23,0.35,0.0652542993745164,0.67950281583334,0.05,0.2,0.29,FALSE,309,0.174,3,2,0.253081799668699
2314899,2122267,42,1,1,1,1,67305,0.06694602,"Head.of.Household",97223,-122.776763686051,45.4333620510034,FALSE,0.24,FALSE,0.13,0.14,0.1,0.0647275432496095,0.760120548301394,0,0,0.07,FALSE,310,0.165,3,2,0.395020946465291
2316013,2122796,33,1,1,1,1,11532,0.06869751,"Married.Filing.Separately",97223,-122.775176174371,45.4358522809221,FALSE,0.25,FALSE,0.25,0.54,0.23,0.0862928430861427,0.72698196399963,0.03,0.01,0.2,FALSE,311,0.11,2,1,0.218871958176059
2316508,2123014,29,1,1,1,1,110406,0.0736952,"Head.of.Household",97223,-122.769478511335,45.4375646612445,FALSE,0.26,TRUE,0.13,0.42,0.13,0.0688822994156952,0.65198920674906,0.01,0,0.1,TRUE,312,0.198,2,1,0.157141127353547
2317730,2123578,35,1,1,1,1,11273,0.1129313,"Single",97223,-122.770635483611,45.4344390601179,FALSE,0.24,FALSE,0.18,0.42,0.12,0.082583733094776,0.737283545023977,0.01,0,0.09,FALSE,313,0.109,1,0,0.518792977127121
2322138,2125654,30,0,1,1,1,11071,0.1129313,"Single",97207,-122.743378820201,45.469535313877,FALSE,0.28,FALSE,0.98,0.42,0.01,0.0685358894610483,0.783206863141683,0,0,0.01,TRUE,314,0.108,1,0,0.154465427530459
2325152,2127032,28,0,1,1,1,38316,0.06869751,"Married.Filing.Jointly",97225,-122.763458060195,45.4824638403479,FALSE,0.29,TRUE,0.62,0.42,0.13,0.0651583355966317,0.756868819431197,0.01,0,0.1,FALSE,315,0.125,2,1,0.15358630396562
2325584,2127209,32,1,1,1,1,41217,0.06869751,"Married.Filing.Jointly",97225,-122.765731692285,45.4763297283531,FALSE,0.25,FALSE,0.18,0.54,0.22,0.0779923942419775,0.694260279454214,0.03,0.01,0.19,FALSE,316,0.127,4,3,0.219443432985562
2326601,2127644,60,1,2,1,1,30635,1,"Married.Filing.Jointly",97225,-122.761016788602,45.4824272548606,TRUE,0.21,FALSE,0.025,0.02,0.3,0.0406001689053873,0.804649715807014,0.04,0.12,0.25,TRUE,317,0.119,2,1,0.732784242491797
2327061,2127835,57,1,2,1,1,103264,0.0736952,"Married.Filing.Jointly",97225,-122.775715971998,45.4835327009948,FALSE,0.22,TRUE,0.062,0.07,0.17,0.0481792306955691,0.840929101560119,0.01,0,0.14,FALSE,318,0.168,4,3,0.610387959438375
2327672,2128101,51,1,1,1,1,80770,0.0736952,"Married.Filing.Jointly",97078,-122.780800538411,45.4717960417027,FALSE,0.23,FALSE,0.085,0.1,0.17,0.055864686563885,0.81245001145541,0.02,0,0.15,FALSE,319,0.145,5,4,0.441466097621333
2329567,2128882,35,1,1,1,1,56862,0.06694602,"Married.Filing.Jointly",97007,-122.839919779955,45.4763047674469,FALSE,0.25,FALSE,0.13,0.29,0.15,0.0717878429283796,0.709095032371825,0.01,0,0.12,FALSE,320,0.133,5,4,0.298619131508877
2330652,2129253,39,1,1,1,1,76947,0.0736952,"Married.Filing.Jointly",97007,-122.848421137838,45.4726663878362,FALSE,0.24,FALSE,0.13,0.18,0.12,0.0657136847380702,0.735812984648004,0.01,0,0.09,TRUE,321,0.14,2,1,0.216252801262673
2332218,2129827,53,1,1,1,1,116093,0.08724689,"Married.Filing.Jointly",97007,-122.849015871343,45.4784774338291,FALSE,0.23,TRUE,0.062,0.08,0.3,0.0490448891242248,0.814641181514031,0.04,0.12,0.24,FALSE,322,0.177,3,2,0.185469491675246
2332354,2129890,45,1,1,1,1,197670,0.12801428,"Married.Filing.Jointly",97007,-122.839697556576,45.483383874529,FALSE,0.25,FALSE,0.0215,0.08,0.28,0.0411376978163711,0.746999518701875,0.04,0.1,0.23,FALSE,323,0.214,3,2,0.436123016215671
2332546,2129977,22,0,1,1,1,11051,0.06869751,"Married.Filing.Separately",97007,-122.850754314639,45.4786192365582,FALSE,0.3,FALSE,0.98,1.61,0.23,0.0766193135737275,0.728933251047839,0.03,0.02,0.2,TRUE,324,0.108,2,1,0.247092574623945
2332728,2130062,41,0,1,1,1,21869,1,"Head.of.Household",97005,-122.832776797263,45.4844900967401,TRUE,0.27,FALSE,0.29,0.06,0.21,0.0430255603616712,0.761682378310148,0.02,0.01,0.18,FALSE,325,0.12,2,1,0.417411538030638
2333512,2130348,26,1,1,1,1,51699,0.06694602,"Married.Filing.Jointly",97007,-122.86477829159,45.4713277440891,FALSE,0.26,FALSE,0.18,1.26,0.23,0.0850120105534444,0.659388867914714,0.03,0.02,0.2,FALSE,326,0.132,3,2,0.247432583218645
2333595,2130371,26,1,1,1,1,37642,0.06869751,"Head.of.Household",97007,-122.862748929488,45.4698941357038,FALSE,0.26,FALSE,0.25,1.61,0.29,0.089852337210804,0.672308189474631,0.04,0.13,0.24,FALSE,327,0.132,2,1,0.191435084753766
2333818,2130446,31,1,1,1,1,30992,0.07314362,"Single",97007,-122.864739063352,45.4711476740131,FALSE,0.25,TRUE,0.18,0.78,0.53,0.0827856958940491,0.697451750796357,0.07,0.3,0.39,FALSE,328,0.135,4,3,0.191820227190753
2337192,2131376,33,0,1,1,1,35611,1,"Head.of.Household",97007,-122.852920913455,45.4735363834795,TRUE,0.28,TRUE,0.29,0.1,0.45,0.0452798910980546,0.68983736902301,0.06,0.27,0.34,FALSE,329,0.131,3,2,0.342087790345791
2337576,2131480,32,1,1,1,1,67327,0.06694602,"Married.Filing.Jointly",97007,-122.885572981441,45.4805136629154,FALSE,0.25,FALSE,0.13,0.42,0.14,0.0738154649068828,0.687276958804827,0.01,0,0.12,FALSE,330,0.136,4,3,0.353061600725371
2338546,2131815,46,1,1,1,1,76686,0.0736952,"Married.Filing.Jointly",97007,-122.888234199563,45.4780274745873,FALSE,0.23,TRUE,0.085,0.11,0.28,0.0602858311660051,0.786376944941613,0.04,0.06,0.23,FALSE,331,0.14,4,3,0.460140872667989
2339323,2132075,37,1,1,1,1,69905,0.0736952,"Married.Filing.Jointly",97007,-122.891888284093,45.4713836229941,FALSE,0.25,TRUE,0.13,0.2,0.16,0.0681851969218458,0.721337117057426,0.01,0,0.13,FALSE,332,0.137,4,3,0.322883575826186
2339447,2132109,63,1,1,1,1,77950,0.0736952,"Married.Filing.Jointly",97007,-122.891888284093,45.4713836229941,FALSE,0.21,FALSE,0.062,0.05,0.14,0.0476509064405875,0.863589833736888,0.01,0,0.11,FALSE,333,0.141,6,5,0.558367725943522
2340399,2132392,30,1,1,1,1,26918,0.07314362,"Married.Filing.Jointly",97007,-122.886753753782,45.4774364397571,FALSE,0.25,TRUE,0.25,0.99,0.25,0.0869635245337811,0.700187837877346,0.03,0.03,0.21,FALSE,334,0.115,5,4,0.283971613390502
2342140,2132840,53,1,1,1,1,2070,1,"Married.Filing.Separately",97007,-122.874242102926,45.472751740466,TRUE,0.21,FALSE,0.0339,0.05,0.28,0.0481133329992498,0.759726143907577,0.04,0.05,0.23,TRUE,335,0.1,2,1,0.485450451086509
2342671,2133037,30,1,1,1,1,56309,0.06694602,"Married.Filing.Jointly",97007,-122.876167683094,45.4756027166493,FALSE,0.26,TRUE,0.18,0.54,0.15,0.0774606868966995,0.678928604807934,0.01,0,0.12,TRUE,336,0.133,4,3,0.206948748740013
2343197,2133228,36,1,1,1,1,46401,1,"Married.Filing.Jointly",97007,-122.868066725916,45.4776594165661,TRUE,0.25,FALSE,0.0339,0.1,0.25,0.0541633310268846,0.630796795723944,0.03,0.04,0.22,FALSE,337,0.13,3,2,0.397232684477246
2344255,2133582,58,1,1,1,1,83186,1,"Married.Filing.Jointly",97007,-122.875543673008,45.4830009991941,TRUE,0.21,FALSE,0.0136,0.02,0.16,0.0370302011801248,0.785406457547496,0.01,0,0.13,FALSE,338,0.148,2,1,0.662715607949953
2344769,2133769,46,1,1,1,1,74994,1,"Married.Filing.Jointly",97007,-122.877505265338,45.4806448144001,TRUE,0.23,FALSE,0.0215,0.05,0.38,0.045014170373997,0.689867142724404,0.05,0.21,0.3,FALSE,339,0.137,4,3,0.381219634188654
2347311,2134547,47,1,1,1,1,104946,1,"Married.Filing.Jointly",97007,-122.882730520795,45.485132877444,TRUE,0.23,FALSE,0.0136,0.04,0.21,0.0411697899500854,0.691587927694397,0.02,0.01,0.18,TRUE,340,0.169,5,4,0.555351434506185
2348204,2134869,47,1,1,1,1,59550,0.06694602,"Married.Filing.Jointly",97007,-122.867109798067,45.4835990773414,FALSE,0.23,TRUE,0.085,0.11,0.18,0.0612172318340139,0.795012356267595,0.02,0,0.15,TRUE,341,0.134,2,1,0.519008668761797
2348911,2135100,34,1,1,1,1,5563,0.18674594,"Married.Filing.Jointly",97007,-122.870535680547,45.489012707297,FALSE,0.25,FALSE,0.25,0.54,0.21,0.0874434710571728,0.740923534766762,0.02,0.01,0.18,FALSE,342,0.1,6,5,0.238707374727747
2349869,2135415,34,1,1,1,1,47231,0.06869751,"Married.Filing.Jointly",97007,-122.866728092875,45.4815913731589,FALSE,0.25,TRUE,0.18,0.33,0.05,0.0746779601195877,0.707990425799132,0,0,0.03,FALSE,343,0.13,2,1,0.317851553727491
2350749,2135810,64,0,2,1,1,3949,0.18674594,"Head.of.Household",97007,-122.865293072071,45.4781017373128,FALSE,0.23,TRUE,0.39,0.05,0.19,0.0445337334406519,0.914346163832725,0.02,0.01,0.16,FALSE,344,0.1,2,1,0.574891032574003
2351175,2135970,31,1,1,1,1,13536,0.1129313,"Head.of.Household",97007,-122.85740272703,45.4876693975757,FALSE,0.25,FALSE,0.25,0.78,0.25,0.0888488868212275,0.714031355178705,0.03,0.03,0.21,FALSE,345,0.101,2,1,0.191171583090204
2351292,2136021,39,1,1,1,1,198667,0.12801428,"Married.Filing.Jointly",97007,-122.859028076303,45.4840214452282,FALSE,0.26,FALSE,0.0339,0.1,0.15,0.0447074548391847,0.693798156485131,0.01,0,0.12,FALSE,346,0.214,2,1,0.361304743741379
2351339,2136040,47,1,1,1,1,275617,1,"Married.Filing.Jointly",97007,-122.863099136641,45.4885179745789,TRUE,0.25,FALSE,1e-05,0.01,0.14,0.0306233119377978,0.688631159082319,0.01,0,0.11,TRUE,347,0.241,3,2,0.570133575433764
2352913,2136630,46,1,1,1,1,7180,0.07314362,"Married.Filing.Separately",97007,-122.855323514362,45.4890574614662,FALSE,0.23,TRUE,0.18,0.14,0.28,0.0708487892332936,0.803090935287126,0.04,0.08,0.23,FALSE,348,0.1,2,1,0.37795682015282
2353344,2136774,39,1,1,1,1,526,0.20730913,"Married.Filing.Jointly",97007,-122.855324333209,45.4892374855694,FALSE,0.24,TRUE,0.25,0.29,0.26,0.08129729968102,0.770992672665171,0.03,0.04,0.22,FALSE,349,0.1,4,3,0.377297744009952
