"person.id","household.id","age","gender","worker","relationship.to.hh","is.hh","income","prop.hideable.income","filing.status","zipcode","lon","lat","self.employed","perceivedtaxrate","preptaxes.cpa","per.audit.rate","per.penalty.rate","m","s","c1.tri.dist.dist","c1.alp.majority.fit","c1.alp.fit","actor.logical","tax.ids","tax.rate","household.size","num.dependents","self.employed.propensity"
2172658,2066143,26,1,1,1,1,65816,0.06694602,"Head.of.Household",97124,-122.965186643362,45.5260843872122,FALSE,0.26,FALSE,0.21,0.93,0.0847236592863785,0.656059404143808,0.03,0.03,0.22,FALSE,1963,0.163,2,1,0.152153587086647
2172670,2066148,57,1,1,1,1,55341,0.06694602,"Married.Filing.Jointly",97124,-122.962991751297,45.5300036724902,FALSE,0.21,FALSE,0.098,0.08,0.0547728261736653,0.840712362805293,0.07,0.3,0.41,FALSE,1964,0.133,2,1,0.558379782977527
2172762,2066179,29,1,1,1,1,30934,1,"Married.Filing.Jointly",97124,-122.963884511814,45.5237707012175,TRUE,0.26,TRUE,0.053,0.13,0.0631606033322908,0.617151206035866,0.05,0.19,0.29,FALSE,1965,0.12,2,1,0.291124437587799
2172784,2066188,20,0,1,1,1,20296,0.08494558,"Married.Filing.Jointly",97124,-122.96478922561,45.5267953518202,FALSE,0.3,FALSE,0.97,1.92,0.0792618625313449,0.711075971298148,0,0,0.04,FALSE,1966,0.104,2,1,0.126731635797311
2172832,2066208,67,1,1,1,1,16695,0.08494558,"Married.Filing.Jointly",97124,-122.964124858509,45.5243828515891,FALSE,0.19,FALSE,0.098,0.06,0.0526461957784329,0.887001391564257,0.01,0,0.14,FALSE,1967,0.1,3,2,0.584910690055181
2172878,2066228,33,1,1,1,1,53860,0.06694602,"Married.Filing.Jointly",97124,-122.96886494348,45.5228090496683,FALSE,0.25,FALSE,0.21,0.35,0.0771288250814125,0.699451447009454,0.02,0.01,0.18,FALSE,1968,0.133,3,2,0.236403878128343
2172984,2066271,37,1,1,1,1,86782,1,"Married.Filing.Jointly",97124,-122.97024942037,45.5247266525211,TRUE,0.25,FALSE,0.0248,0.08,0.0499918737527624,0.634835862289005,0.01,0,0.13,FALSE,1969,0.152,4,3,0.314717140409546
2173187,2066354,34,1,1,1,1,87934,0.0736952,"Married.Filing.Jointly",97124,-122.965841525194,45.5252339814282,FALSE,0.25,FALSE,0.13,0.31,0.0710904495867918,0.695824255038812,0.03,0.02,0.21,FALSE,1970,0.154,6,5,0.429888515748625
2173240,2066371,45,1,1,1,1,81901,0.0736952,"Married.Filing.Jointly",97124,-122.965186643362,45.5260843872122,FALSE,0.24,FALSE,0.098,0.13,0.0622307271736829,0.774392753137645,0.02,0.01,0.18,FALSE,1971,0.147,2,1,0.429766369737699
2173268,2066384,20,1,2,1,1,18977,0.08494558,"Head.of.Household",97124,-122.970109322908,45.5257077353899,FALSE,0.27,FALSE,0.29,8.27,0.10212563398202,0.645768296322838,0.02,0.01,0.16,FALSE,1972,0.115,2,1,0.155556904052546
2173332,2066411,30,0,1,1,1,20047,0.06694602,"Married.Filing.Separately",97124,-122.96716959239,45.5293883750138,FALSE,0.28,FALSE,0.61,0.45,0.0678263845830807,0.770811686722084,0,0,0.05,TRUE,1973,0.127,2,1,0.152025569327827
2173413,2066442,51,0,1,1,1,15597,0.08494558,"Single",97104,-122.926723599706,45.5360123907066,FALSE,0.25,FALSE,0.45,0.09,0.051247735714451,0.871851059473689,0,0,0.03,FALSE,1974,0.12,1,0,0.352753549167642
2173417,2066444,33,1,1,1,1,32750,0.06869751,"Married.Filing.Jointly",97124,-122.956078928588,45.5265448048377,FALSE,0.25,FALSE,0.21,0.45,0.0815022281840535,0.70990156854525,0.02,0.01,0.18,FALSE,1975,0.121,5,4,0.227743659258625
2173448,2066457,29,1,1,1,1,15108,0.06694602,"Married.Filing.Separately",97104,-122.924269317446,45.5362313164453,FALSE,0.25,FALSE,0.29,1.18,0.0924866218634301,0.698868862065267,0.01,0,0.13,FALSE,1976,0.119,3,2,0.235783324451049
2173493,2066474,50,1,1,1,1,98713,0.0736952,"Married.Filing.Jointly",97104,-122.924471827036,45.5361234375757,FALSE,0.23,FALSE,0.072,0.1,0.0543312795182907,0.797003935434783,0.03,0.02,0.2,FALSE,1977,0.164,2,1,0.373423978437788
2173495,2066475,44,1,1,1,1,85778,0.0736952,"Married.Filing.Jointly",97104,-122.918712970783,45.5373076270831,FALSE,0.24,FALSE,0.098,0.13,0.0625678388247901,0.766159216472377,0.02,0.01,0.17,FALSE,1978,0.151,2,1,0.347638309865034
2173721,2066557,45,1,1,1,1,79949,1,"Single",97104,-122.926587278329,45.5374254723787,TRUE,0.23,FALSE,0.0248,0.06,0.0462444004182942,0.680289627477781,0,0,0,FALSE,1979,0.197,4,3,0.520409781875132
2173801,2066590,55,1,1,1,1,174769,0.12801428,"Married.Filing.Jointly",97124,-122.961874369103,45.5271814631659,FALSE,0.23,FALSE,0.0248,0.05,0.0394185618836755,0.812870852907859,0,0,0.02,FALSE,1980,0.205,2,1,0.492432656788991
2173950,2066654,49,1,1,1,1,138984,0.12801428,"Married.Filing.Jointly",97124,-122.959491347558,45.5287558339741,FALSE,0.24,FALSE,0.053,0.08,0.0470933594283105,0.781810663103916,0.08,0.37,0.51,FALSE,1981,0.189,3,2,0.391139175053567
2174015,2066682,28,1,1,1,1,10095,1,"Single",97124,-122.958131628786,45.5266220849265,TRUE,0.26,FALSE,0.072,0.17,0.0677661135001166,0.617067860908769,0.02,0.01,0.16,FALSE,1982,0.104,1,0,0.298096145316037
2174020,2066684,37,1,1,1,1,353943,0.28328292,"Married.Filing.Jointly",97104,-122.913740391871,45.5376010159749,FALSE,0.28,FALSE,0.00993,0.08,0.0357431683434066,0.663588526952218,0,0,0.03,FALSE,1983,0.26,2,1,0.216974424655663
2174221,2066763,55,1,1,1,1,94320,1,"Married.Filing.Jointly",97104,-122.924471827036,45.5361234375757,TRUE,0.22,FALSE,0.0183,0.02,0.0395958366461929,0.759287853138452,0,0,0.08,FALSE,1984,0.16,2,1,0.464288488895113
2174231,2066766,35,1,1,1,1,31728,0.06869751,"Married.Filing.Jointly",97104,-122.921221229611,45.5360897383483,FALSE,0.25,FALSE,0.21,0.35,0.0790754289693715,0.722242577583544,0.03,0.01,0.19,FALSE,1985,0.12,2,1,0.281614375134124
2174281,2066782,32,0,1,1,1,23071,0.07314362,"Single",97104,-122.92962677727,45.5363067511405,FALSE,0.28,FALSE,0.61,0.31,0.0654758647736441,0.782581164985849,0.01,0,0.14,TRUE,1986,0.13,1,0,0.137550371867277
2174387,2066819,29,0,1,1,1,83089,1,"Single",97124,-122.959929214906,45.5289045063951,TRUE,0.29,TRUE,0.29,0.1,0.0449079945149331,0.652542644558389,0.01,0,0.1,FALSE,1987,0.199,3,2,0.367159144267059
2174417,2066830,43,1,1,1,1,77243,1,"Single",97104,-122.918712970783,45.5373076270831,TRUE,0.24,TRUE,0.0248,0.06,0.0474300309555553,0.66416284773247,0.03,0.04,0.22,FALSE,1988,0.195,1,0,0.406503647035396
2174484,2066856,32,1,1,1,1,30832,0.06869751,"Single",97104,-122.910499640124,45.5353482533334,FALSE,0.25,FALSE,0.21,0.57,0.0836416066266942,0.705724133815661,0,0,0.02,FALSE,1989,0.135,2,1,0.247789003849521
2174644,2066923,50,1,1,1,1,97136,0.0736952,"Married.Filing.Jointly",97104,-122.925874087263,45.5372539913608,FALSE,0.23,TRUE,0.072,0.1,0.0547260163967961,0.797624202221583,0.03,0.02,0.21,FALSE,1990,0.163,4,3,0.527255493406487
2174692,2066942,29,1,1,1,1,42971,0.06869751,"Single",97104,-122.927519204674,45.5338346367957,FALSE,0.26,FALSE,0.21,0.73,0.0853876164190562,0.683532056945589,0,0,0.03,FALSE,1991,0.152,2,1,0.207449953652048
2174797,2066982,21,0,2,1,1,19521,1,"Head.of.Household",97124,-122.962499896408,45.5262770603371,TRUE,0.3,TRUE,0.33,0.19,0.0560258777378847,0.628793992519468,0.01,0,0.13,FALSE,1992,0.116,2,1,0.118817319326472
2174806,2066986,49,1,1,1,1,83484,0.0736952,"Married.Filing.Jointly",97124,-122.963493263405,45.5268219482862,FALSE,0.23,TRUE,0.098,0.1,0.0586072680120219,0.796876530104843,0.03,0.01,0.19,FALSE,1993,0.149,4,3,0.495918860712572
2174834,2066998,48,1,1,1,1,145495,0.12801428,"Married.Filing.Jointly",97124,-122.959780129053,45.5278558269228,FALSE,0.24,FALSE,0.0392,0.08,0.046529866051717,0.773128396493087,0.03,0.03,0.21,FALSE,1994,0.192,2,1,0.568636797620178
2174888,2067022,49,1,1,1,1,160715,1,"Married.Filing.Jointly",97104,-122.930482584762,45.5392326248571,TRUE,0.24,FALSE,0.00074,0.02,0.0343203610112014,0.700420602048079,0.04,0.11,0.24,FALSE,1995,0.199,2,1,0.383957527205653
2174903,2067026,24,1,1,1,1,20632,1,"Head.of.Household",97104,-122.926467442467,45.5360122261048,TRUE,0.26,TRUE,0.072,0.19,0.0688780140510505,0.6032936020938,0.05,0.18,0.28,TRUE,1996,0.118,3,2,0.0926727606050827
2174971,2067052,29,0,1,1,1,88609,0.0736952,"Married.Filing.Jointly",97124,-122.955148385519,45.5259998770702,FALSE,0.29,TRUE,0.45,0.31,0.0593398319234874,0.744487241803986,0.02,0.01,0.18,FALSE,1997,0.154,2,1,0.106486261770485
2175012,2067067,54,1,1,1,1,140064,1,"Married.Filing.Jointly",97124,-122.961797899478,45.5266413720309,TRUE,0.23,TRUE,0.00397,0.02,0.034590243486765,0.746099249512446,0.05,0.18,0.28,TRUE,1998,0.19,3,2,0.512205498683628
2175025,2067072,54,1,1,1,1,116458,0.08724689,"Married.Filing.Jointly",97104,-122.93109318086,45.5374417808561,FALSE,0.23,FALSE,0.053,0.07,0.0481103671936595,0.814738204336017,0.04,0.1,0.24,FALSE,1999,0.177,2,1,0.536820088008074
2175060,2067085,22,0,1,1,1,39896,1,"Head.of.Household",97104,-122.917568564839,45.5377433592177,TRUE,0.3,TRUE,0.33,0.17,0.0525251308908771,0.62990187720107,0.03,0.02,0.2,FALSE,2000,0.133,3,2,0.0844487298939312
2175147,2067114,56,1,1,1,1,116052,0.08724689,"Married.Filing.Jointly",97104,-122.917705875054,45.5366858316777,FALSE,0.22,TRUE,0.053,0.06,0.047096225070543,0.825217764160393,0,0,0.01,FALSE,2001,0.177,2,1,0.469710200702264
2175166,2067121,54,1,1,1,1,77943,0.0736952,"Married.Filing.Jointly",97104,-122.924269317446,45.5362313164453,FALSE,0.22,FALSE,0.072,0.08,0.0547358344009158,0.822129982725079,0.05,0.18,0.28,FALSE,2002,0.141,3,2,0.46884743716766
2175297,2067167,56,1,1,1,1,42415,0.06869751,"Married.Filing.Jointly",97124,-122.958057606737,45.5245608069668,FALSE,0.21,FALSE,0.098,0.08,0.0576793227390667,0.83844256429403,0,0,0.08,FALSE,2003,0.128,2,1,0.455615631385549
2175364,2067196,57,1,1,1,1,15085,0.06694602,"Married.Filing.Separately",97124,-122.958209109719,45.5257490071532,FALSE,0.21,FALSE,0.098,0.09,0.0611671091035626,0.8472426611237,0.04,0.1,0.24,FALSE,2004,0.119,4,3,0.682402258799477
2175434,2067225,68,0,1,1,1,5780,0.18674594,"Single",97104,-122.915930496744,45.5376701568307,FALSE,0.22,TRUE,0.39,0.04,0.0435640557722975,0.932663982674673,0.04,0.16,0.27,FALSE,2005,0.1,1,0,0.511901752451004
2175509,2067255,24,1,1,1,1,16804,0.08494558,"Married.Filing.Jointly",97124,-122.956237988063,45.5278500243221,FALSE,0.26,FALSE,0.29,2.77,0.0974061874872347,0.666275640300872,0,0,0.03,FALSE,2006,0.1,2,1,0.163328533035744
2175522,2067259,37,1,1,1,1,162406,0.12801428,"Married.Filing.Jointly",97124,-122.963349233628,45.5277535152426,FALSE,0.26,FALSE,0.053,0.13,0.0500565727504524,0.681819845732808,0,0,0.04,FALSE,2007,0.2,4,3,0.195682457433823
2175568,2067277,31,1,1,1,1,134482,1,"Married.Filing.Jointly",97124,-122.958804861774,45.5288546004657,TRUE,0.27,TRUE,0.0183,0.08,0.045403113860803,0.611395574208774,0.04,0.14,0.26,FALSE,2008,0.187,5,4,0.246289852205157
2175626,2067294,33,1,1,1,1,82681,0.0736952,"Married.Filing.Jointly",97124,-122.961593328759,45.5242875169838,FALSE,0.25,FALSE,0.13,0.31,0.0728874784950909,0.690452044830101,0.04,0.15,0.26,FALSE,2009,0.148,3,2,0.351235171543342
2175812,2067361,21,0,1,1,1,19921,0.08494558,"Married.Filing.Jointly",97104,-122.920518749177,45.5356121945468,FALSE,0.3,FALSE,0.97,1.51,0.077986829185249,0.717830871038267,0.03,0.03,0.21,FALSE,2010,0.103,2,1,0.0955334063765545
2175834,2067370,30,0,2,1,1,10134,0.1129313,"Head.of.Household",97104,-122.930482584762,45.5392326248571,FALSE,0.28,FALSE,0.97,0.45,0.0714256641301655,0.781770669501276,0.03,0.03,0.21,TRUE,2011,0.1,2,1,0.135823267607126
2175929,2067404,42,1,1,1,1,35722,0.06869751,"Married.Filing.Jointly",97124,-122.995344777906,45.5462070075575,FALSE,0.24,FALSE,0.13,0.19,0.0707620244579044,0.764766893139314,0.01,0,0.11,FALSE,2012,0.124,2,1,0.410214925188465
2175946,2067409,58,1,1,1,1,133121,0.12801428,"Married.Filing.Jointly",97124,-122.985903658902,45.53599901858,FALSE,0.22,FALSE,0.0392,0.06,0.0434960166680049,0.834255835615391,0,0,0.05,FALSE,2013,0.186,3,2,0.768584239328102
2176154,2067479,33,1,1,1,1,38289,0.06869751,"Married.Filing.Jointly",97124,-122.993545891072,45.5379529397354,FALSE,0.25,FALSE,0.21,0.45,0.08035793729592,0.707187597047355,0,0,0.01,FALSE,2014,0.125,2,1,0.222445791398368
2176160,2067483,64,1,1,1,1,114446,0.08724689,"Married.Filing.Jointly",97124,-122.994168836678,45.545878414791,FALSE,0.21,FALSE,0.0392,0.04,0.0432895862741985,0.865585114553413,0,0,0.06,FALSE,2015,0.176,2,1,0.570123991188705
2176180,2067489,39,1,1,1,1,70128,0.0736952,"Married.Filing.Jointly",97124,-122.990572040679,45.5441814739239,FALSE,0.24,FALSE,0.13,0.19,0.0684033952577569,0.73405985480893,0.03,0.02,0.21,FALSE,2016,0.137,6,5,0.436884658794575
2176212,2067497,44,1,1,1,1,141316,0.12801428,"Married.Filing.Jointly",97124,-122.995474756941,45.538776630789,FALSE,0.25,TRUE,0.053,0.1,0.0494473465597295,0.743102146590688,0.02,0,0.15,FALSE,2017,0.19,4,3,0.318346523103453
2176327,2067533,37,1,1,1,1,61916,0.06694602,"Married.Filing.Jointly",97124,-122.988779997457,45.5439922895834,FALSE,0.25,TRUE,0.13,0.27,0.0719303153376714,0.724395088576751,0.09,0.41,0.58,FALSE,2018,0.135,2,1,0.239483335456911
2176367,2067546,39,1,1,1,1,133462,0.12801428,"Married.Filing.Jointly",97124,-122.985645863947,45.5323670500571,FALSE,0.25,FALSE,0.072,0.13,0.0544013026623109,0.707006562558516,0.01,0,0.14,FALSE,2019,0.187,4,3,0.250454513392377
2176399,2067561,60,1,1,1,1,251789,0.28328292,"Married.Filing.Jointly",97124,-122.9914700747,45.5437044880048,FALSE,0.24,FALSE,0.00397,0.02,0.0323095855982909,0.841056896477485,0.04,0.07,0.23,FALSE,2020,0.232,2,1,0.477007396797026
2176421,2067568,52,1,1,1,1,180495,0.12801428,"Married.Filing.Jointly",97124,-122.983382519062,45.5422184216444,FALSE,0.24,FALSE,0.0248,0.06,0.0403762304596185,0.794639264210265,0,0,0.04,FALSE,2021,0.208,5,4,0.512975511173829
2176475,2067586,57,1,1,1,1,98946,0.0736952,"Married.Filing.Jointly",97124,-122.994943167884,45.5391816568236,FALSE,0.22,TRUE,0.072,0.07,0.049588365490444,0.834124153514902,0.04,0.16,0.28,FALSE,2022,0.164,2,1,0.431041121238636
2176489,2067591,38,1,1,1,1,57746,0.06694602,"Married.Filing.Jointly",97124,-122.994943167884,45.5391816568236,FALSE,0.24,TRUE,0.13,0.24,0.0714604182897126,0.731835156858502,0.01,0,0.13,FALSE,2023,0.134,3,2,0.439925965551135
2176579,2067622,47,1,1,1,1,111027,0.08724689,"Married.Filing.Jointly",97124,-122.983244521059,45.5410662645545,FALSE,0.24,FALSE,0.072,0.1,0.0537240614505347,0.775209971871227,0.02,0.01,0.19,FALSE,2024,0.174,4,3,0.420970253948971
2176583,2067623,25,1,1,1,1,16059,0.08494558,"Single",97124,-122.989056408952,45.5454234857214,FALSE,0.26,FALSE,0.29,1.92,0.0960602593715512,0.671828690216841,0.04,0.11,0.24,FALSE,2025,0.121,1,0,0.153331273962719
2176630,2067636,32,0,1,1,1,80435,1,"Married.Filing.Separately",97124,-122.983924815936,45.5405893055452,TRUE,0.29,TRUE,0.29,0.08,0.0436391989716433,0.67675942667936,0.09,0.41,0.61,FALSE,2026,0.199,3,2,0.277682649206135
2176725,2067670,26,1,1,1,1,50527,0.06694602,"Married.Filing.Jointly",97124,-122.992508383041,45.5478585514963,FALSE,0.26,TRUE,0.21,1.18,0.0877165131971366,0.662229721904763,0,0,0.07,FALSE,2027,0.131,2,1,0.327946070201004
2176790,2067691,43,1,1,1,1,80982,0.0736952,"Married.Filing.Jointly",97124,-122.983221602815,45.5362956917214,FALSE,0.24,FALSE,0.098,0.15,0.0639449978104046,0.760941969128552,0,0,0.06,FALSE,2028,0.145,2,1,0.369029302016313
2177113,2067800,55,1,1,1,1,181977,0.12801428,"Married.Filing.Jointly",97124,-122.987381811508,45.5468949867625,FALSE,0.23,FALSE,0.0248,0.05,0.0386948506678011,0.812341962262467,0,0,0.09,FALSE,2029,0.208,2,1,0.479171433184501
2177135,2067809,53,1,1,1,1,112195,0.08724689,"Married.Filing.Jointly",97124,-122.99021823015,45.5309183583123,FALSE,0.23,FALSE,0.053,0.08,0.0494419574755021,0.809721088646693,0.07,0.32,0.45,FALSE,2030,0.174,4,3,0.473453757589458
2177267,2067856,47,1,1,1,1,144954,0.12801428,"Married.Filing.Jointly",97124,-122.990686489923,45.5492580821354,FALSE,0.24,FALSE,0.0392,0.08,0.0471210054781141,0.764649616306903,0.04,0.12,0.25,FALSE,2031,0.192,3,2,0.466871902492207
2177292,2067866,43,1,1,1,1,74859,0.0736952,"Married.Filing.Jointly",97124,-122.990572040679,45.5441814739239,FALSE,0.24,TRUE,0.098,0.15,0.0646054098080283,0.761871436626738,0.02,0.01,0.16,FALSE,2032,0.137,4,3,0.441555475953973
2177336,2067882,33,1,1,1,1,183954,1,"Married.Filing.Jointly",97124,-122.981029859268,45.5372044576079,TRUE,0.27,FALSE,0.00397,0.06,0.0382247307204957,0.614627981259868,0.06,0.29,0.38,FALSE,2033,0.209,3,2,0.239500096434099
2177383,2067896,36,1,1,1,1,23539,0.07314362,"Married.Filing.Jointly",97124,-122.986155982757,45.5359630451228,FALSE,0.24,TRUE,0.21,0.35,0.0798393484564578,0.732528974032131,0.04,0.15,0.27,FALSE,2034,0.11,3,2,0.230279254928683
2177450,2067920,42,1,1,1,1,88808,0.0736952,"Married.Filing.Jointly",97124,-122.986493389481,45.5389739455663,FALSE,0.24,FALSE,0.098,0.15,0.0637378877304395,0.752241067986221,0.06,0.26,0.35,FALSE,2035,0.155,5,4,0.395020946465291
2177532,2067949,26,1,1,1,1,48120,0.06694602,"Head.of.Household",97124,-122.983430340454,45.5364037351275,FALSE,0.26,TRUE,0.21,1.18,0.0882080034112335,0.663216881329741,0.02,0.01,0.16,FALSE,2036,0.136,2,1,0.169920888286869
2177583,2067968,41,1,1,1,1,101150,0.0736952,"Married.Filing.Jointly",97124,-122.984468948913,45.5461340381301,FALSE,0.24,FALSE,0.098,0.15,0.0618007225542513,0.739488760826605,0.01,0,0.13,FALSE,2037,0.166,4,3,0.415214244273721
2177629,2067982,38,1,1,1,1,143697,0.12801428,"Married.Filing.Jointly",97124,-122.988800208769,45.5454234608903,FALSE,0.26,TRUE,0.053,0.13,0.0530839040906991,0.695748149829827,0.01,0,0.14,TRUE,2038,0.191,4,3,0.241585511675823
2177664,2067994,35,1,1,1,1,330505,0.28328292,"Married.Filing.Jointly",97124,-122.986425065585,45.5407966546613,FALSE,0.28,TRUE,0.00993,0.09,0.0380819362187068,0.649666674046903,0.05,0.19,0.28,FALSE,2039,0.256,4,3,0.29266630451876
2177700,2068007,45,1,1,1,1,71527,0.0736952,"Married.Filing.Jointly",97124,-122.989625049662,45.5391317917084,FALSE,0.23,FALSE,0.098,0.13,0.0635002123929266,0.776528473646483,0.01,0,0.1,FALSE,2040,0.137,2,1,0.330927825988278
2177773,2068034,45,1,1,1,1,199881,0.12801428,"Married.Filing.Jointly",97124,-122.989397559801,45.5296401306283,FALSE,0.25,FALSE,0.0248,0.08,0.0414377852232763,0.740175538230378,0.01,0,0.12,FALSE,2041,0.215,2,1,0.354642352653555
2177969,2068104,36,1,1,1,1,76639,0.12801428,"Married.Filing.Separately",97124,-122.987822644385,45.5402342452194,FALSE,0.25,TRUE,0.13,0.27,0.0709274943984725,0.713947516590306,0,0,0.04,FALSE,2042,0.195,4,3,0.396357592424416
2178033,2068123,39,1,1,1,1,56719,0.06694602,"Married.Filing.Jointly",97124,-122.990489813318,45.5456351390425,FALSE,0.24,TRUE,0.13,0.19,0.0704192278480408,0.738745541276199,0.01,0,0.1,FALSE,2043,0.133,5,4,0.282074496194551
2178123,2068154,36,1,1,1,1,984116,0.46957538,"Married.Filing.Jointly",97124,-122.989653688319,45.5296401541135,FALSE,0.37,TRUE,0,0,0.0273804495107565,0.736777799704812,0.04,0.12,0.23,FALSE,2044,0.341,4,3,0.354266303389861
2178158,2068166,40,1,2,1,1,73085,0.0736952,"Married.Filing.Jointly",97124,-122.987281953465,45.5295724065139,FALSE,0.24,TRUE,0.13,0.19,0.067373435578674,0.741480753989851,0.01,0,0.1,FALSE,2045,0.137,4,3,0.443803060942359
2178186,2068176,55,1,1,1,1,103648,0.0736952,"Married.Filing.Jointly",97124,-122.981058072857,45.5409129047259,FALSE,0.22,FALSE,0.072,0.07,0.0499972854541123,0.822750064568412,0,0,0.03,FALSE,2046,0.168,2,1,0.48303709097043
2178269,2068201,60,1,1,1,1,173606,0.12801428,"Married.Filing.Jointly",97124,-122.980413578251,45.5378074257177,FALSE,0.23,FALSE,0.0183,0.03,0.0374449380764724,0.841409423730994,0.02,0.01,0.17,TRUE,2047,0.205,2,1,0.567352403860463
2178321,2068219,30,1,1,1,1,36580,0.06869751,"Married.Filing.Jointly",97124,-122.987827300614,45.5483352047543,FALSE,0.26,FALSE,0.21,0.73,0.0853789112112524,0.692022227990959,0.03,0.02,0.2,TRUE,2048,0.124,2,1,0.214012654627874
2178476,2068267,41,1,1,1,1,78979,0.0736952,"Single",97124,-122.983472795869,45.5401301863796,FALSE,0.24,FALSE,0.098,0.17,0.0656024114814446,0.746643270191775,0,0,0,FALSE,2049,0.196,4,3,0.299405182880348
2178491,2068272,42,1,1,1,1,103684,0.0736952,"Married.Filing.Jointly",97124,-122.99504448464,45.5377144860659,FALSE,0.24,FALSE,0.098,0.13,0.0601030331843159,0.745209356368865,0,0,0.03,FALSE,2050,0.168,2,1,0.278334308403515
2178559,2068298,51,1,1,1,1,86305,0.0736952,"Single",97124,-122.992899025951,45.53831294437,FALSE,0.23,FALSE,0.072,0.1,0.0562059426961208,0.806189934997259,0.04,0.12,0.25,FALSE,2051,0.201,5,4,0.544777588077259
2178605,2068313,29,1,1,1,1,113290,0.08724689,"Married.Filing.Jointly",97124,-122.986286904125,45.5295362870417,FALSE,0.27,FALSE,0.098,0.35,0.0681415132901245,0.648198648734214,0.04,0.16,0.27,TRUE,2052,0.175,2,1,0.238541492887942
2178800,2068385,50,1,1,1,1,211181,0.12801428,"Married.Filing.Jointly",97124,-122.985903658902,45.53599901858,FALSE,0.25,TRUE,0.0183,0.06,0.0379818072116815,0.778648098880143,0.02,0,0.15,FALSE,2053,0.218,3,2,0.405602647441567
2178956,2068440,40,0,1,1,1,25833,0.07314362,"Head.of.Household",97124,-122.987396800733,45.5486096903683,FALSE,0.27,TRUE,0.45,0.17,0.0581710246180243,0.821500292420739,0.07,0.36,0.49,FALSE,2054,0.124,2,1,0.283148125706314
2178970,2068446,26,1,1,1,1,48085,0.06694602,"Married.Filing.Jointly",97124,-122.984462012888,45.5294595441403,FALSE,0.26,FALSE,0.21,1.18,0.0882470953299621,0.663272299271152,0,0,0.01,FALSE,2055,0.13,2,1,0.284619272486035
2179007,2068460,37,1,1,1,1,97393,0.0736952,"Married.Filing.Jointly",97124,-122.990394006933,45.5440554441697,FALSE,0.25,FALSE,0.098,0.19,0.0657142245607829,0.710936618833803,0,0,0.05,FALSE,2056,0.163,4,3,0.272647827579264
2179023,2068466,36,1,1,1,1,242796,0.12801428,"Married.Filing.Jointly",97124,-122.992388409588,45.5445551536079,FALSE,0.27,FALSE,0.0183,0.1,0.0409869335955794,0.660675398205233,0.06,0.29,0.38,FALSE,2057,0.229,3,2,0.236546595296879
2179089,2068487,49,0,1,1,1,17848,0.06694602,"Married.Filing.Separately",97124,-122.982627564506,45.5438024972288,FALSE,0.25,FALSE,0.45,0.1,0.0523041242722861,0.863809034205494,0.03,0.01,0.2,FALSE,2058,0.124,2,1,0.440305213433396
2179134,2068505,50,0,1,1,1,91816,0.0736952,"Married.Filing.Jointly",97124,-122.998652383986,45.5455500168577,FALSE,0.26,FALSE,0.33,0.08,0.0447328614049115,0.861947567961949,0.01,0,0.1,FALSE,2059,0.158,2,1,0.306002885248209
2179175,2068519,40,0,1,1,1,41833,1,"Single",97124,-122.987582021491,45.5452208110225,TRUE,0.27,TRUE,0.29,0.06,0.0423287425520998,0.745437290341253,0,0,0.06,FALSE,2060,0.149,1,0,0.394096549536508
2179223,2068535,39,1,1,1,1,57777,0.06694602,"Married.Filing.Jointly",97124,-122.990489813318,45.5456351390425,FALSE,0.24,FALSE,0.13,0.19,0.070238279016887,0.738314864094705,0.03,0.01,0.19,FALSE,2061,0.134,5,4,0.260467279276438
2179248,2068545,56,1,1,1,1,93867,0.0736952,"Married.Filing.Jointly",97124,-122.986298473596,45.5293562666483,FALSE,0.22,FALSE,0.072,0.07,0.0509806375159126,0.828921949345464,0.01,0,0.12,FALSE,2062,0.16,4,3,0.751139801463501
2179287,2068556,40,1,1,1,1,84912,1,"Married.Filing.Jointly",97124,-122.989799434337,45.5380921832998,TRUE,0.24,TRUE,0.0248,0.07,0.0483317309539254,0.644781985019437,0,0,0.09,FALSE,2063,0.15,3,2,0.25953768838478
2179533,2068636,59,1,1,1,1,92727,0.0736952,"Married.Filing.Jointly",97124,-122.99137651302,45.5356620223628,FALSE,0.21,FALSE,0.062,0.06,0.0493868611934636,0.844895209230875,0.01,0,0.11,FALSE,2064,0.159,2,1,0.465093825163655
2179539,2068638,49,1,1,1,1,107726,0.08724689,"Married.Filing.Jointly",97124,-122.985680469816,45.5423537488418,FALSE,0.23,FALSE,0.062,0.1,0.0531253850426223,0.789982474671293,0.03,0.03,0.22,FALSE,2065,0.171,4,3,0.491741076727422
2179556,2068643,31,1,1,1,1,68022,0.0736952,"Married.Filing.Jointly",97124,-122.992018896319,45.5396765489755,FALSE,0.26,TRUE,0.13,0.45,0.0768514028909508,0.681170619881226,0.06,0.27,0.36,FALSE,2066,0.136,3,2,0.149063300845868
2179589,2068652,35,1,1,1,1,37810,0.06869751,"Single",97124,-122.988549439589,45.5439112571104,FALSE,0.25,FALSE,0.21,0.35,0.0776441306764377,0.719429369336672,0,0,0.08,FALSE,2067,0.138,4,3,0.36272838554621
2179803,2068729,50,1,1,1,1,20817,0.07314362,"Married.Filing.Jointly",97124,-122.983433703315,45.5423984504532,FALSE,0.22,FALSE,0.13,0.13,0.0657020446267744,0.813253642619811,0.04,0.16,0.28,FALSE,2068,0.105,2,1,0.323293087994682
